NDB_No,Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Diabetic_Friendly,bp,obesity
5341,chicken broilers or fryers back meat only ckd rotisserie ori,205.0,25.34,3.007,11.54,0.0,0.0,38.0,0.97,21,250.0,309.0,661.0,2.04,1,0,0
5342,ckn brlersfryers brst mt only ckd rotisserie orig seasoning,137.0,28.0,0.775,2.79,0.0,0.0,13.0,0.45,25,235.0,303.0,313.0,0.86,1,0,1
5343,chicken broilers or fryers drumstk meat only ckd rotisserie ,176.0,28.74,1.594,6.81,0.0,0.0,21.0,1.09,24,257.0,301.0,417.0,2.96,1,0,1
5344,chicken broilers or fryers skn only ckd rotisserie original,406.0,17.66,9.994,37.24,0.11,0.11,25.0,0.98,26,248.0,245.0,381.0,1.03,1,0,0
5345,chicken broilers or fryers thigh meat only ckd rotisserie or,196.0,24.06,2.866,11.09,0.0,0.0,13.0,0.97,21,217.0,264.0,337.0,2.01,1,0,0
5346,chicken broilers or fryers wing meat only ckd rotisserie ori,197.0,27.69,2.223,9.53,0.0,0.0,32.0,0.97,24,264.0,322.0,725.0,2.05,1,0,1
5347,chicken broilers or fryers back meat  skn ckd rotisserie or,260.0,23.23,4.924,18.59,0.03,0.03,35.0,0.97,23,249.0,291.0,584.0,1.77,1,0,0
5348,chicken broilers or fryers breast meat  skn ckd rotisserie ,184.0,27.48,2.114,8.18,0.02,0.02,15.0,0.55,26,255.0,289.0,347.0,0.92,1,0,1
5349,chicken broilers or fryers drumstk meat  skn ckd rotisserie,215.0,26.86,3.02,11.98,0.02,0.02,21.0,1.07,25,255.0,291.0,411.0,2.63,1,0,0
5351,chicken broilers or fryers thigh meat  skn ckd rotisserie o,233.0,22.93,4.123,15.7,0.02,0.02,15.0,0.97,22,222.0,260.0,345.0,1.84,1,0,0
5352,chicken broilers or fryers wing meat  skn ckd rotisserie or,266.0,24.34,4.814,18.77,0.04,0.04,29.0,0.97,24,258.0,296.0,610.0,1.71,1,0,0
5353,usda cmdty chick fajita strips frz,135.0,18.56,1.596,5.73,2.23,0.0,13.0,0.99,22,277.0,284.0,799.0,1.37,1,0,1
5354,usda cmdty turkey taco meat frz ckd,148.0,16.8,1.765,7.58,3.03,0.0,69.0,1.8,27,180.0,297.0,632.0,2.52,1,0,1
5356,chicken broiler rotisserie bbq skin,378.0,15.19,9.333,35.15,0.7,0.7,34.0,0.86,22,230.0,223.0,335.0,0.76,1,0,0
5357,chicken broiler rotisserie bbq back meat  skn,251.0,20.29,4.953,18.86,0.4,0.4,33.0,0.83,19,217.0,254.0,509.0,1.51,1,0,0
5358,chicken broiler rotisserie bbq breast meat  skn,175.0,26.37,1.958,7.67,0.09,0.09,16.0,0.51,25,244.0,276.0,329.0,0.86,1,0,1
5359,chicken broiler rotisserie bbq drumstk meat  skn,206.0,25.65,2.855,11.46,0.12,0.12,22.0,1.02,23,245.0,279.0,392.0,2.52,1,0,0
5361,chicken broiler rotisserie bbq thigh meat  skn,226.0,22.51,3.927,15.08,0.12,0.12,16.0,0.95,21,218.0,255.0,335.0,1.78,1,0,0
5362,chicken broiler rotisserie bbq wing meat  skn,257.0,23.42,4.627,18.04,0.6,0.6,33.0,0.93,23,251.0,285.0,579.0,1.57,1,0,0
5363,ruffed grouse breast meat skinless raw,112.0,25.94,0.13,0.88,0.0,0.0,5.0,0.58,32,229.0,311.0,50.0,0.51,1,1,1
5600,usda commodity turkey ham dk meat smoked frz,118.0,16.3,1.2,4.0,3.1,1.2,7.0,1.0,16,289.0,253.0,909.0,2.1,1,0,1
5621,emu ground raw,134.0,22.77,1.022,4.03,0.0,0.0,7.0,4.02,24,222.0,320.0,56.0,3.48,1,1,1
5622,emu ground ckd pan-broiled,163.0,28.43,1.242,4.65,0.0,0.0,8.0,5.01,29,269.0,375.0,65.0,4.56,1,1,1
5623,emu fan fillet raw,103.0,22.5,0.201,0.8,0.0,0.0,3.0,4.5,42,236.0,300.0,120.0,3.5,1,1,1
5624,emu fan fillet ckd brld,154.0,31.27,0.583,2.3,0.0,0.0,6.0,4.56,30,272.0,397.0,53.0,3.19,1,1,1
5625,emu flat fillet raw,102.0,22.25,0.187,0.74,0.0,0.0,3.0,5.0,31,229.0,240.0,150.0,3.0,1,1,1
5626,emu full rump raw,112.0,22.83,0.448,1.64,0.0,0.0,4.0,4.96,40,236.0,330.0,90.0,3.59,1,1,1
5627,emu full rump ckd brld,168.0,33.67,0.87,2.68,0.0,0.0,7.0,6.89,34,323.0,324.0,110.0,4.32,1,1,1
5628,emu inside drum raw,108.0,22.22,0.386,1.49,0.0,0.0,4.0,5.23,26,229.0,318.0,102.0,4.33,1,1,1
5629,emu inside drums ckd brld,156.0,32.38,0.654,2.01,0.0,0.0,6.0,7.27,33,307.0,312.0,118.0,5.09,1,1,1
5630,emu outside drum raw,103.0,23.08,0.122,0.48,0.0,0.0,3.0,4.5,29,225.0,320.0,100.0,4.5,1,1,1
5631,emu oyster raw,141.0,22.81,1.231,4.86,0.0,0.0,4.0,5.5,30,217.0,250.0,150.0,6.0,1,1,1
5632,emu top loin ckd brld,152.0,29.07,0.794,3.13,0.0,0.0,9.0,5.07,30,274.0,374.0,58.0,3.42,1,1,1
5641,ostrich ground raw,165.0,20.22,2.177,8.7,0.0,0.0,7.0,2.91,20,199.0,291.0,72.0,3.51,1,1,1
5642,ostrich ground ckd pan-broiled,175.0,26.15,1.793,7.07,0.0,0.0,8.0,3.43,23,224.0,323.0,80.0,4.33,1,1,1
5643,ostrich fan raw,117.0,21.81,0.95,2.65,0.0,0.0,6.0,4.38,22,211.0,308.0,75.0,3.71,1,1,1
5644,ostrich inside leg raw,111.0,22.39,0.6,1.72,0.0,0.0,5.0,2.3,22,220.0,320.0,72.0,3.87,1,1,1
5645,ostrich inside leg ckd,141.0,29.01,0.7,1.94,0.0,0.0,6.0,3.12,25,244.0,352.0,83.0,4.71,1,1,1
5646,ostrich inside strip raw,127.0,23.69,0.923,2.87,0.0,0.0,5.0,4.2,23,226.0,330.0,76.0,3.98,1,1,1
5647,ostrich inside strip ckd,164.0,29.37,1.71,4.26,0.0,0.0,5.0,4.8,26,253.0,366.0,73.0,4.9,1,1,1
5648,ostrich outside leg raw,115.0,22.86,0.61,1.96,0.0,0.0,5.0,2.65,23,221.0,322.0,90.0,3.89,1,1,1
5649,ostrich outside strip raw,120.0,23.36,0.771,2.21,0.0,0.0,5.0,3.69,23,229.0,333.0,70.0,4.02,1,1,1
5650,ostrich outside strip ckd,156.0,28.55,1.43,3.83,0.0,0.0,5.0,4.3,26,254.0,367.0,72.0,4.91,1,1,1
5651,ostrich oyster raw,125.0,21.55,1.22,3.67,0.0,0.0,6.0,3.86,21,204.0,297.0,83.0,3.59,1,1,1
5652,ostrich oyster ckd,159.0,28.81,1.69,3.97,0.0,0.0,6.0,4.9,29,281.0,409.0,81.0,4.94,1,1,1
5653,ostrich rnd raw,116.0,21.99,0.81,2.4,0.0,0.0,5.0,3.54,22,216.0,315.0,72.0,3.8,1,1,1
5654,ostrich tenderloin raw,123.0,22.07,1.17,3.19,0.0,0.0,6.0,4.88,22,220.0,320.0,86.0,3.87,1,1,1
5655,ostrich tip raw,114.0,21.85,0.86,2.3,0.0,0.0,5.0,2.86,22,213.0,310.0,67.0,3.74,1,1,1
5656,ostrich tip ckd,145.0,28.49,1.0,2.57,0.0,0.0,6.0,2.79,25,251.0,362.0,80.0,4.85,1,1,1
5657,ostrich top loin raw,119.0,21.67,1.2,2.95,0.0,0.0,6.0,3.13,22,214.0,312.0,81.0,3.76,1,1,1
5658,ostrich top loin ckd,155.0,28.12,1.32,3.87,0.0,0.0,6.0,3.31,25,245.0,353.0,77.0,4.72,1,1,1
5661,chicken liver all classes ckd pan-fried,172.0,25.78,2.033,6.43,1.11,0.0,10.0,12.88,27,442.0,315.0,92.0,4.01,1,1,1
5662,ground turkey fat free raw,112.0,23.57,0.487,1.95,0.0,0.0,3.0,0.77,29,227.0,295.0,51.0,1.76,1,1,1
5663,ground turkey fat free pan-broiled crumbles,151.0,31.69,0.717,2.71,0.0,0.0,6.0,1.02,35,290.0,357.0,61.0,2.2,1,1,1
5664,ground turkey fat free patties brld,138.0,28.99,0.673,2.48,0.0,0.0,6.0,0.78,35,264.0,339.0,59.0,2.19,1,1,1
5665,ground turkey 93 ln 7 fat raw,150.0,18.73,2.17,8.34,0.0,0.0,21.0,1.17,21,193.0,213.0,69.0,2.53,1,1,1
5666,ground turkey 93 ln 7 fat pan-broiled crumbles,213.0,27.1,2.966,11.6,0.0,0.0,31.0,1.56,29,259.0,304.0,90.0,3.77,1,1,0
5667,ground turkey 93 ln 7 fat patties brld,207.0,25.86,2.958,11.45,0.0,0.0,29.0,1.73,25,210.0,247.0,91.0,3.71,1,1,0
5668,ground turkey 85 ln 15 fat raw,180.0,16.9,3.414,12.54,0.0,0.0,33.0,1.32,19,179.0,202.0,54.0,2.75,1,1,0
5669,ground turkey 85 ln 15 fat pan-broiled crumbles,258.0,25.11,4.572,17.45,0.0,0.0,49.0,1.98,28,263.0,276.0,85.0,3.56,1,1,0
5670,ground turkey 85 ln 15 fat patties brld,249.0,25.88,4.127,16.2,0.0,0.0,48.0,2.04,25,235.0,242.0,81.0,3.25,1,1,0
5671,chicken broilers or fryers dk meat drumstk meat oly ckd brsd,149.0,23.93,1.601,5.95,0.0,0.0,12.0,0.94,22,184.0,239.0,117.0,2.54,1,1,1
5672,chicken broilers or fryers dk meat thigh meat only ckd brsd,176.0,24.55,2.346,8.63,0.0,0.0,12.0,1.27,25,201.0,266.0,77.0,1.87,1,1,1
5673,chicken skn (drumsticks  thighs) ckd brsd,443.0,14.61,11.914,42.76,0.0,0.0,9.0,1.0,14,130.0,161.0,75.0,0.74,1,0,0
5674,chicken skn (drumsticks  thighs) raw,440.0,9.58,12.102,44.23,0.79,0.0,6.0,0.37,8,95.0,119.0,51.0,0.65,1,0,0
5675,chicken skn (drumsticks  thighs) ckd rstd,462.0,16.57,12.146,43.99,0.0,0.0,10.0,0.9,16,151.0,181.0,85.0,0.86,1,0,0
5676,chicken broilers or fryers dk meat drumstk mt  skn ckd brsd,187.0,22.72,2.939,10.73,0.0,0.0,12.0,0.94,21,177.0,229.0,111.0,2.3,1,1,0
5677,chicken broilers or fryers dk meat thigh meat  skn ckd brsd,229.0,22.57,4.253,15.43,0.0,0.0,11.0,1.21,23,187.0,245.0,76.0,1.64,1,1,0
5678,chicken dk meat drumstk meat only w added soln raw,106.0,19.19,0.954,3.26,0.0,0.0,9.0,0.72,16,143.0,192.0,152.0,2.0,1,1,1
5679,chicken dk meat drumstk meat only w added soln ckd rstd,146.0,25.34,1.438,5.0,0.0,0.0,12.0,1.1,20,197.0,250.0,190.0,2.64,1,1,1
5680,chicken dk meat drumstk meat only w added soln ckd brsd,149.0,22.99,1.73,6.33,0.0,0.0,14.0,0.78,21,170.0,229.0,169.0,2.34,1,1,1
5681,chicken dk meat thigh meat only w added soln ckd brsd,164.0,23.0,2.04,7.96,0.0,0.0,12.0,1.07,24,203.0,290.0,197.0,1.86,1,1,1
5682,chicken dk meat thigh meat only w added soln raw,110.0,19.11,0.899,3.69,0.0,0.0,8.0,0.6,21,175.0,234.0,156.0,1.53,1,1,1
5683,chicken dk meat thigh meat only w added soln ckd rstd,164.0,24.23,2.405,7.73,0.0,0.0,10.0,0.98,24,202.0,268.0,177.0,1.9,1,1,1
5684,chicken skn (drumsticks  thighs) w added soln ckd brsd,403.0,12.26,10.605,38.94,1.0,0.0,14.0,0.65,12,112.0,146.0,139.0,0.63,1,0,0
5685,chicken skn (drumsticks  thighs) w added soln raw,386.0,11.11,10.565,37.9,0.01,0.0,7.0,0.51,7,88.0,101.0,139.0,0.62,1,0,0
5686,chicken skn (drumsticks  thighs) w added soln ckd rstd,421.0,20.31,11.0,37.6,0.44,0.0,15.0,1.17,18,176.0,198.0,162.0,1.51,1,0,0
5687,chicken dk meat drumstk meat  skn w added soln ckd brsd,183.0,21.55,2.923,10.71,0.13,0.0,14.0,0.76,20,162.0,218.0,165.0,2.11,1,1,0
5688,chicken dk meat drumstk meat  skn w added soln raw,146.0,18.03,2.334,8.24,0.0,0.0,8.0,0.69,15,135.0,179.0,150.0,1.8,1,1,1
5689,chicken dk meat drumstk meat  skn w added soln ckd rstd,180.0,24.72,2.656,9.0,0.05,0.0,13.0,1.11,20,194.0,244.0,186.0,2.5,1,1,1
5690,chicken dk meat thigh meat  skn w added soln ckd brsd,215.0,20.7,3.881,14.62,0.21,0.0,12.0,0.98,21,183.0,259.0,185.0,1.6,1,1,0
5691,chicken dk meat thigh meat  skn w added soln raw,197.0,16.56,3.975,14.58,0.0,0.0,8.0,0.57,16,147.0,191.0,151.0,1.24,1,0,0
5692,chicken dk meat thigh meat  skn w added soln ckd rstd,214.0,23.47,4.145,13.81,0.09,0.0,11.0,1.02,23,197.0,254.0,174.0,1.82,1,1,0
5693,chicken broiler rotisserie bbq back meat only,212.0,21.85,3.613,13.87,0.31,0.31,33.0,0.82,18,212.0,263.0,563.0,1.74,1,0,0
5694,turkey dk meat from whl meat only w added soln raw,115.0,19.27,1.124,4.12,0.1,0.1,15.0,0.9,21,191.0,226.0,167.0,2.68,1,1,1
5695,turkey dk meat meat only w added soln ckd rstd,158.0,26.1,1.807,6.0,0.0,0.0,16.0,1.07,24,208.0,227.0,201.0,3.4,1,1,1
5696,turkey from whl lt meat meat only w added soln raw,101.0,21.54,0.536,1.66,0.0,0.05,14.0,0.54,25,236.0,242.0,206.0,1.3,1,1,1
5697,turkey from whl lt meat meat only w added soln ckd rstd,127.0,26.97,0.593,2.08,0.0,0.0,13.0,0.55,30,255.0,249.0,238.0,1.49,1,1,1
5698,turkey skn from whl (light  dark) w added soln raw,381.0,12.29,10.43,36.8,0.21,0.1,13.0,0.57,9,99.0,107.0,138.0,0.82,1,0,0
5699,turkey skn from whl (light  dark) w added soln rstd,451.0,22.15,11.356,40.31,0.0,0.0,25.0,1.08,28,244.0,263.0,234.0,1.61,1,1,0
5700,turkey dk meat from whl meat  skn w added soln raw,169.0,17.84,2.6,10.83,0.15,0.1,14.0,0.83,18,172.0,202.0,161.0,2.3,1,1,0
5701,turkey dk meat from whl meat  skn w added soln ckd rstd,199.0,25.55,3.145,10.81,0.0,0.0,17.0,1.08,25,213.0,232.0,206.0,3.15,1,1,0
5702,turkey from whl lt meat meat  skn w added soln raw,147.0,20.02,1.35,7.42,0.14,0.06,14.0,0.54,22,214.0,220.0,195.0,1.22,1,1,1
5703,turkey from whl lt meat meat  skn w added soln ckd rstd,157.0,26.52,1.593,5.64,0.0,0.0,14.0,0.6,30,254.0,250.0,237.0,1.5,1,1,1
5704,turkey whl meat only w added soln raw,105.0,20.87,0.535,2.39,0.14,0.06,14.0,0.64,24,223.0,237.0,194.0,1.7,1,1,1
5705,turkey whl meat only w added soln rstd,140.0,26.61,1.093,3.7,0.0,0.0,14.0,0.77,27,235.0,239.0,223.0,2.28,1,1,1
5706,turkey whl meat  skn w added soln raw,158.0,19.03,1.7,9.1,0.15,0.08,14.0,0.67,21,195.0,211.0,180.0,1.68,1,1,1
5707,turkey whl meat  skn w added soln rstd,176.0,26.09,2.301,8.01,0.0,0.0,15.0,0.81,27,236.0,242.0,224.0,2.2,1,1,1
5708,turkey rtl parts breast meat only w added soln raw,111.0,21.99,0.6,2.53,0.0,0.0,8.0,0.41,25,181.0,237.0,124.0,1.1,1,1,1
5709,turkey rtl parts breast meat only w added soln ckd rstd,130.0,27.94,0.428,2.08,0.0,0.0,15.0,0.59,27,219.0,264.0,184.0,1.33,1,1,1
5710,turkey rtl parts breast meat only raw,114.0,23.34,0.344,2.33,0.0,0.0,9.0,0.76,27,185.0,267.0,74.0,1.16,1,1,1
5711,turkey rtl parts breast meat only ckd rstd,136.0,29.51,0.66,1.97,0.0,0.0,14.0,0.97,28,253.0,297.0,114.0,1.52,1,1,1
5712,turkey rtl parts wing meat only raw,112.0,22.48,0.458,2.49,0.0,0.0,6.0,0.6,19,147.0,222.0,69.0,2.61,1,1,1
5713,turkey rtl parts wing meat only ckd rstd,170.0,30.17,1.357,5.51,0.0,0.0,12.0,0.82,21,180.0,207.0,103.0,3.24,1,1,1
5714,turkey skn from rtl parts from dk meat raw,380.0,14.35,10.216,35.83,0.0,0.0,4.0,0.76,7,80.0,93.0,78.0,0.88,1,0,0
5715,turkey skn from rtl parts from dk meat ckd rstd,414.0,24.58,10.184,35.03,0.0,0.0,6.0,1.65,24,230.0,225.0,106.0,1.65,1,1,0
5716,turkey rtl parts drumstk meat only raw,118.0,20.52,1.073,3.97,0.0,0.0,10.0,1.18,22,158.0,220.0,87.0,3.12,1,1,1
5717,turkey rtl parts thigh meat only raw,116.0,20.6,0.782,3.69,0.0,0.0,4.0,1.42,22,177.0,269.0,75.0,2.95,1,1,1
5718,turkey breast from whl bird meat only w added soln rstd,127.0,26.97,0.593,2.08,0.0,0.0,13.0,0.55,30,255.0,249.0,238.0,1.49,1,1,1
5719,turkey back from whl bird meat only w added soln raw,115.0,19.27,1.124,4.12,0.15,0.1,15.0,0.9,21,191.0,226.0,167.0,2.68,1,1,1
5720,turkey back from whl bird meat only w added soln rstd,127.0,26.97,0.593,2.08,0.0,0.0,13.0,0.55,30,255.0,249.0,238.0,1.49,1,1,1
5721,turkey breast from whl bird meat only w added soln raw,102.0,21.54,0.536,1.66,0.14,0.05,14.0,0.54,25,236.0,242.0,206.0,1.3,1,1,1
5722,turkey rtl parts thigh meat only ckd rstd,159.0,25.14,2.02,6.25,0.46,0.0,4.0,1.59,23,200.0,296.0,104.0,3.26,1,1,1
5723,turkey rtl parts drumstk meat only ckd rstd,173.0,28.61,1.707,6.52,0.0,0.0,17.0,1.57,24,193.0,257.0,112.0,4.5,1,1,1
5724,turkey drumstk from whl bird meat only w added soln raw,115.0,19.27,1.124,4.12,0.15,0.1,15.0,0.9,21,191.0,226.0,167.0,2.68,1,1,1
5725,turkey drumstk from whl bird meat only w added soln rstd,158.0,26.1,1.807,6.0,0.0,0.0,16.0,1.07,24,208.0,227.0,201.0,3.4,1,1,1
5726,turkey thigh from whl bird meat only w added soln raw,115.0,19.27,1.124,4.12,0.15,0.1,15.0,0.9,21,191.0,226.0,167.0,2.68,1,1,1
5727,turkey rtl parts breast meat  skn w added soln raw,144.0,20.79,1.24,6.75,0.03,0.01,9.0,0.43,23,171.0,221.0,126.0,1.07,1,1,1
5728,turkey thigh from whl bird meat only w added soln rstd,158.0,26.1,1.807,6.0,0.0,0.0,16.0,1.07,24,208.0,227.0,201.0,3.4,1,1,1
5729,turkey wing from whl bird meat only w added soln raw,102.0,21.54,0.536,1.66,0.14,0.05,14.0,0.54,25,236.0,242.0,206.0,1.3,1,1,1
5730,turkey wing from whl bird meat only w added soln rstd,127.0,26.97,0.593,2.08,0.0,0.0,13.0,0.55,30,255.0,249.0,238.0,1.49,1,1,1
5732,turkey rtl parts breast meat  skn raw,155.0,21.88,1.756,7.45,0.0,0.0,9.0,0.77,24,176.0,247.0,72.0,1.15,1,1,1
5733,turkey rtl parts breast meat  skn ckd rstd,164.0,29.01,1.657,5.33,0.05,0.0,15.0,1.03,29,251.0,292.0,114.0,1.57,1,1,1
5734,turkey rtl parts wing meat  skn raw,202.0,19.53,3.549,13.79,0.05,0.03,8.0,0.68,17,139.0,192.0,67.0,2.14,1,0,0
5735,turkey rtl parts wing meat  skn ckd rstd,235.0,28.74,3.656,13.29,0.13,0.0,14.0,1.0,24,192.0,215.0,106.0,2.99,1,1,0
5736,turkey rtl parts drumstk meat  skn raw,141.0,19.96,1.896,6.84,0.0,0.0,9.0,1.14,21,151.0,208.0,86.0,2.92,1,1,1
5737,turkey rtl parts drumstk meat  skn ckd rstd,197.0,28.21,2.307,9.37,0.0,0.0,16.0,1.58,24,196.0,254.0,112.0,4.22,1,1,1
5738,turkey drumstk from whl bird meat only raw,109.0,23.66,0.289,1.48,0.14,0.05,11.0,0.73,28,201.0,242.0,113.0,1.28,1,1,1
5739,turkey drumstk from whl bird meat only rstd,139.0,30.13,0.593,2.08,0.0,0.0,9.0,0.71,32,230.0,249.0,99.0,1.72,1,1,1
5740,turkey thigh from whl bird meat only raw,108.0,21.28,0.683,2.5,0.15,0.1,11.0,1.04,25,176.0,226.0,124.0,2.59,1,1,1
5741,turkey thigh from whl bird meat only rstd,165.0,27.71,1.807,6.04,0.0,0.0,17.0,1.43,27,212.0,227.0,104.0,3.51,1,1,1
5742,turkey rtl parts thigh meat  skn raw,161.0,19.54,2.386,9.16,0.0,0.0,4.0,1.31,20,161.0,239.0,75.0,2.6,1,1,1
5743,turkey rtl parts thigh meat  skn ckd rstd,183.0,23.95,2.96,9.5,0.41,0.0,4.0,1.5,21,187.0,273.0,101.0,3.0,1,1,1
5744,turkey back from whl bird meat  skn w added soln raw,206.0,16.86,2.73,15.41,0.15,0.1,14.0,0.78,17,159.0,185.0,157.0,2.04,1,1,0
5745,turkey back from whl bird meat  skn w added soln rstd,205.0,25.8,3.205,11.36,0.0,0.0,15.0,0.68,29,252.0,252.0,237.0,1.52,1,1,0
5746,chickn broilr or fryrs brst sknlss bnless meat only ckd brsd,157.0,32.06,1.01,3.24,0.0,0.0,6.0,0.49,32,241.0,343.0,47.0,0.96,1,1,1
5747,chckn brolr or fryrs brst sknlss bnless meat only ckd grilld,151.0,30.54,0.992,3.17,0.0,0.0,5.0,0.45,34,258.0,391.0,52.0,0.9,1,1,1
5748,ckn brler or fryers brst sknls bnls mt only w added sln brsd,145.0,28.24,1.193,3.61,0.0,0.0,5.0,0.43,28,217.0,313.0,172.0,0.8,1,1,1
5749,ckn brlerfryers brst sknls bnls mt only w added sln grilled,148.0,29.5,1.012,3.39,0.0,0.0,6.0,0.43,31,249.0,420.0,215.0,0.82,1,1,1
6001,soup crm of asparagus cnd cond,69.0,1.82,0.82,3.26,8.52,0.72,23.0,0.64,3,31.0,138.0,669.0,0.7,1,0,1
6002,soup black bean cnd cond,91.0,4.83,0.34,1.32,15.42,2.49,35.0,1.5,33,75.0,250.0,970.0,1.1,1,0,1
6003,campbell's red  white beefy mushroom soup cond,40.0,2.38,0.397,1.59,4.76,0.79,0.0,0.29,0,0.0,48.0,706.0,0.0,1,0,1
6004,soup bean w pork cnd cond,129.0,5.88,1.14,4.42,16.97,3.0,60.0,1.53,33,98.0,375.0,672.0,0.77,1,0,1
6006,soup bean w frankfurters cnd cond,142.0,7.6,1.61,5.31,16.75,0.0,66.0,1.78,37,126.0,363.0,831.0,0.9,1,0,1
6007,soup bean w ham cnd chunky rts,95.0,5.19,1.37,3.5,11.16,0.0,32.0,1.33,19,59.0,175.0,400.0,0.44,1,0,1
6008,soup bf broth or bouillon cnd rts,7.0,1.14,0.11,0.22,0.04,0.0,6.0,0.17,2,13.0,54.0,372.0,0.0,1,0,1
6009,soup bf noodle cnd cond,67.0,3.85,0.91,2.46,7.16,2.06,12.0,0.88,5,37.0,79.0,653.0,1.23,1,0,1
6010,soup crm of celery cnd cond,72.0,1.32,1.12,4.46,7.03,1.35,32.0,0.5,5,30.0,98.0,516.0,0.12,1,0,1
6011,soup chs cnd cond,82.0,0.8,2.45,3.92,11.3,3.73,36.0,0.15,12,33.0,37.0,692.0,0.15,1,0,1
6013,soup chick broth cnd cond,31.0,4.42,0.31,1.04,0.75,0.35,6.0,0.41,2,60.0,170.0,621.0,0.2,1,0,1
6014,campbell's red  white broccoli chs soup cond,81.0,1.61,1.613,3.63,9.68,2.42,32.0,0.0,0,0.0,234.0,661.0,8.47,1,0,1
6015,soup chick cnd chunky rts,71.0,5.06,0.79,2.64,6.88,0.87,10.0,0.69,3,45.0,70.0,354.0,0.4,1,0,1
6016,soup crm of chick cnd cond,90.0,2.38,1.697,5.77,7.16,0.54,14.0,1.06,4,31.0,49.0,702.0,0.29,1,0,1
6017,soup chick gumbo cnd cond,45.0,2.1,0.26,1.14,6.67,1.93,19.0,0.71,3,20.0,60.0,693.0,0.3,1,0,1
6018,soup chunky chick noodle cnd rts,41.0,3.09,0.627,1.16,4.46,0.38,11.0,0.35,7,36.0,117.0,306.0,0.17,1,0,1
6019,soup chick noodle cnd cond,48.0,2.37,0.389,1.55,6.07,0.0,6.0,0.67,8,38.0,48.0,681.0,0.28,1,0,1
6022,soup chick rice cnd chunky rts,53.0,5.11,0.4,1.33,5.41,0.6,14.0,0.78,4,30.0,45.0,370.0,0.4,1,0,1
6023,soup chick w rice cnd cond,68.0,1.84,0.37,1.56,11.57,0.23,41.0,0.25,10,42.0,34.0,645.0,0.18,1,0,1
6024,soup chick  veg cnd rts,33.0,1.97,0.121,0.73,4.68,1.01,14.0,0.25,8,35.0,133.0,229.0,0.22,1,1,1
6025,soup chick veg cnd cond,61.0,2.94,0.69,2.32,7.01,1.26,14.0,0.71,5,33.0,126.0,706.0,0.3,1,0,1
6026,soup chili bf cnd cond,117.0,5.09,1.242,2.53,18.86,5.09,33.0,1.62,19,113.0,400.0,788.0,1.56,0,0,0
6027,soup clam chowder manhattan style cnd chunky rts,56.0,3.02,0.88,1.41,7.84,1.67,28.0,1.1,8,35.0,160.0,417.0,0.7,1,0,1
6028,soup clam chowder manhattan cnd cond,61.0,1.74,0.305,1.76,9.74,2.7,19.0,1.3,8,33.0,150.0,698.0,0.74,1,0,1
6029,campbell's healthy request chick w rice cond,46.0,1.59,0.397,1.19,7.19,0.79,0.0,0.0,4,33.0,484.0,325.0,0.2,1,0,1
6030,soup clam chowder new england cnd cond,72.0,3.17,0.959,2.06,10.32,0.38,16.0,2.48,13,260.0,221.0,516.0,0.37,1,0,1
6032,soup bf broth bouillon  consomme cnd cond,11.0,2.52,0.0,0.0,0.32,0.0,7.0,0.43,4,26.0,125.0,694.0,0.01,1,0,1
6037,soup lentil wham cnd rts,56.0,3.74,0.45,1.12,8.16,0.0,17.0,1.07,9,74.0,144.0,532.0,0.3,1,0,1
6038,campbell's cheddar chs soup cond,84.0,0.8,1.13,3.92,11.44,3.73,36.0,0.15,12,33.0,37.0,692.0,0.15,1,0,1
6039,soup minestrone cnd chunky rts,53.0,2.13,0.62,1.17,8.64,2.17,25.0,0.74,6,46.0,255.0,288.0,0.6,1,1,1
6040,soup minestrone cnd cond,68.0,3.48,0.44,2.05,9.17,1.5,28.0,0.75,6,46.0,255.0,516.0,0.6,1,0,1
6041,campbell's redwhite chick  dumplings soup cond,56.0,2.38,0.794,1.98,7.94,0.79,0.0,0.29,0,0.0,0.0,603.0,0.0,1,0,1
6042,soup mushroom barley cnd cond,61.0,1.5,0.35,1.8,9.6,0.0,10.0,0.4,7,50.0,76.0,573.0,0.4,1,0,1
6043,soup crm of mushroom cnd cond,79.0,1.35,0.964,5.3,6.8,0.4,12.0,0.18,3,24.0,64.0,691.0,0.11,1,0,1
6044,soup mushroom w bf stock cnd cond,68.0,2.51,1.24,3.21,7.41,2.28,8.0,0.67,7,29.0,126.0,773.0,1.1,1,0,1
6045,soup onion cnd cond,46.0,3.06,0.21,1.42,6.68,2.72,22.0,0.55,2,9.0,56.0,516.0,0.5,1,0,1
6046,soup crm of onion cnd cond,88.0,2.2,1.17,4.2,10.4,3.64,27.0,0.5,5,30.0,98.0,637.0,0.12,1,0,1
6047,campbell's red  white chick  stars soup cond,56.0,2.38,0.397,1.59,8.73,0.79,0.0,0.29,0,0.0,444.0,381.0,0.0,1,0,1
6048,soup oyster stew cnd cond,48.0,1.72,2.04,3.13,3.32,0.0,18.0,0.8,4,39.0,40.0,722.0,8.4,1,0,1
6049,soup pea grn cnd cond,125.0,6.54,1.07,2.23,20.18,6.52,21.0,1.48,30,95.0,145.0,680.0,1.3,0,0,0
